country,country_long,capacity_mw,primary_fuel,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017
AGO,Angola,22.8,Oil,,,,,64.92
AGO,Angola,14.6,Hydro,60.76,50.79,49.87,80.7,48.53
AGO,Angola,180,Hydro,573.81,732.53,709.84,604.31,678.19
AGO,Angola,520,Hydro,1450.81,1919.52,1853.98,1538.35,1746.62
AGO,Angola,132,Gas,,,,,0
AGO,Angola,16.26,Oil,,,,,46.3
AGO,Angola,20,Gas,,,,,0
AGO,Angola,58,Oil,,,,,165.16
AGO,Angola,18.5,Oil,,,,,52.68
AGO,Angola,10,Oil,,,,,28.47
AGO,Angola,40,Hydro,165.92,138.23,128.15,152.57,125.42
AGO,Angola,11.68,Gas,,,,,0
AGO,Angola,16,Hydro,79.25,66.06,67.94,82.2,66.01
AGO,Angola,11.34,Oil,,,,,32.29
BWA,Botswana,732,Coal,,,,,2931.89
BWA,Botswana,14,Coal,,,,,56.07
CHE,Switzerland,16.93,Hydro,72.57,84.72,78.91,77.77,72.95
CHE,Switzerland,15.2,Hydro,58.66,87.26,64.85,62.47,67.11
CHE,Switzerland,29.2,Hydro,79.41,87.15,87.26,84.55,103.37
CHE,Switzerland,60,Hydro,154.02,170.66,170.66,166.8,195.64
CHE,Switzerland,84.9,Hydro,228.66,243.97,243.97,238.51,279.31
CHE,Switzerland,28.4,Hydro,73.33,81.21,81.21,79.38,93.03
CHE,Switzerland,3.56,Hydro,11.94,15.22,13.47,13.28,14
CHE,Switzerland,120,Hydro,271.51,318.49,327.5,298.52,376.31
CHE,Switzerland,1.73,Hydro,5.74,5.29,6.91,6.34,7.39
CHE,Switzerland,52,Hydro,156.72,226.26,163.96,160.05,171.28
CHE,Switzerland,13,Hydro,36.19,43.61,43.3,40.57,49.38
CHE,Switzerland,35,Hydro,87.23,116.55,105.32,107.14,109.81
CHE,Switzerland,28.5,Hydro,88.53,115.79,92.42,97.88,97.74
CHE,Switzerland,1.03,Hydro,2.41,2.67,2.67,2.61,3.08
CHE,Switzerland,140,Hydro,342.15,366.83,331.27,343.24,390.82
CHE,Switzerland,19.5,Hydro,88.46,90.35,96.82,96.18,99.08
CHE,Switzerland,6.2,Hydro,27.47,28.07,30.13,29.93,30.85
CHE,Switzerland,324,Hydro,562.83,711.65,617.75,599.57,781.68
CHE,Switzerland,141,Hydro,306.46,372.02,330.36,322.62,387.87
CHE,Switzerland,1285,Hydro,3818.03,5051.04,4235.75,4139.59,5060.17
CHE,Switzerland,340,Hydro,727.59,898.43,762.72,768.46,966.88
CHE,Switzerland,8.7,Hydro,25.08,29.93,29.84,28.02,33.91
CHE,Switzerland,20,Hydro,78.28,83.52,79.18,78.13,86.83
CHE,Switzerland,1.28,Hydro,3.01,3.3,3.3,3.21,3.8
CHE,Switzerland,50,Hydro,129.74,148.31,119.22,127.65,143.49
CHE,Switzerland,1.62,Hydro,5.45,5.27,5.62,5.51,6.4
CHE,Switzerland,100,Hydro,283.84,298.57,259.51,285.22,267.59
CHE,Switzerland,114,Hydro,324.56,339.03,339.03,331.73,386.49
CHE,Switzerland,1.38,Hydro,3.05,3.36,3.36,3.27,3.91
CHE,Switzerland,2,Hydro,5.17,5.73,5.73,5.6,6.52
CHE,Switzerland,8.7,Hydro,20.48,22.78,22.78,22.21,26.22
CHE,Switzerland,54,Hydro,206.62,212.08,206.63,187.2,185.89
CHE,Switzerland,260.5,Hydro,569.66,613.19,613.19,596.07,742.09
CHE,Switzerland,15,Solar,20.96,22.96,22.81,22.07,22.53
CHE,Switzerland,66,Hydro,205.32,255.66,208.11,203.15,217.4
CHE,Switzerland,18.24,Hydro,57.49,62.06,58.26,62.52,73.14
CHE,Switzerland,2.94,Hydro,12.08,12.92,11.57,12.73,13.32
CHE,Switzerland,46.9,Hydro,116.51,167.82,211.79,144.14,214.78
CHE,Switzerland,135,Hydro,326.61,343.75,343.75,334.95,402.57
CHE,Switzerland,1.45,Hydro,4.71,4.58,4.97,4.6,5.59
CHE,Switzerland,11.5,Hydro,44.93,52.11,44.09,45.48,45.8
CHE,Switzerland,64,Hydro,175.5,203.71,186.02,182.93,230.31
CHE,Switzerland,65,Hydro,184.49,196.23,195.35,191.2,212.63
CHE,Switzerland,306,Hydro,741.16,849.47,697.67,668.17,672.72
CHE,Switzerland,140,Hydro,397.54,543.74,400.71,393.74,410.3
CHE,Switzerland,10.3,Hydro,23.41,26.14,26.14,25.46,30.21
CHE,Switzerland,11.33,Hydro,27.26,29.8,29.8,29.06,34.28
CHE,Switzerland,1.9,Hydro,7.03,8.74,7.53,7.45,7.83
CHE,Switzerland,8.94,Hydro,29.08,31.7,28.69,29.99,33.41
CHE,Switzerland,46,Hydro,121.61,131.92,131.92,128.96,151.07
CHE,Switzerland,132.5,Hydro,303.02,325.16,325.16,316.49,382.89
CHE,Switzerland,32.5,Hydro,83.42,92.44,92.44,90.35,105.97
CHE,Switzerland,35.3,Hydro,90.61,100.41,100.41,98.13,115.1
CHE,Switzerland,348,Hydro,780.38,843.11,843.11,820.31,1015.32
CHE,Switzerland,37.5,Hydro,96.8,117.13,96.68,98.44,121.84
CHE,Switzerland,6.6,Hydro,19.03,22.71,22.64,21.07,25.73
CHE,Switzerland,1.2,Hydro,2.82,3.09,3.09,3.01,3.56
CHE,Switzerland,12.7,Hydro,28.69,32.04,32.04,31.22,37.07
CHE,Switzerland,100,Hydro,268.05,286.08,286.08,279.65,327.71
CHE,Switzerland,55,Hydro,141.18,156.44,156.44,152.9,179.34
CHE,Switzerland,8.8,Hydro,21.88,23.85,23.85,23.28,27.33
CHE,Switzerland,2,Hydro,6.72,7.12,7.99,7.34,8.61
CHE,Switzerland,49.5,Hydro,112.41,150.06,143.99,158.89,170.81
CHE,Switzerland,62,Hydro,159.15,176.35,176.35,172.36,202.16
CHE,Switzerland,12,Hydro,37.25,46.82,39.86,38.97,46.53
CHE,Switzerland,8.3,Hydro,31.82,47.44,35.2,33.89,36.43
CHE,Switzerland,19,Hydro,45.35,49.61,49.61,48.37,57.12
CHE,Switzerland,1.03,Hydro,2.54,2.76,2.76,2.7,3.17
CHE,Switzerland,1.5,Hydro,3.52,3.85,3.85,3.75,4.45
CHE,Switzerland,760,Nuclear,,,,,5107.44
CHE,Switzerland,1035,Nuclear,,,,,6955.52
CHE,Switzerland,1245,Nuclear,,,,,8366.79
CHE,Switzerland,390,Nuclear,,,,,2620.92
CHE,Switzerland,1.18,Hydro,3.24,4.14,3.54,3.45,4.17
CHE,Switzerland,42.6,Hydro,123.78,152.43,133.24,147.55,138.71
CHE,Switzerland,1.3,Hydro,3.59,4.43,3.91,3.91,4.93
CHE,Switzerland,28,Hydro,70.74,78.14,78.14,76.33,89.79
CHE,Switzerland,5.6,Hydro,11.23,12.71,12.71,12.34,14.92
CHE,Switzerland,24,Hydro,78.67,108.84,86.03,81.37,86.29
CHE,Switzerland,5.1,Hydro,13.76,16.83,16.79,16.49,19.13
CHE,Switzerland,110,Hydro,295,376.46,341.16,346.9,355.28
CHE,Switzerland,90,Hydro,277.52,375.92,296.4,278.86,297.36
CHE,Switzerland,2.6,Hydro,9.81,12.56,10.55,10.1,10.6
CHE,Switzerland,1.6,Hydro,4.42,4.78,4.78,4.68,5.42
CHE,Switzerland,8.56,Hydro,20.15,22.41,22.41,21.85,25.79
CHE,Switzerland,5,Hydro,17.56,22.25,18.91,18.67,19.68
CHE,Switzerland,1,Hydro,3.53,3.92,4.46,4.38,4.87
CHE,Switzerland,1000,Hydro,2453.38,3178.76,3031.52,2958.86,3976.42
CHE,Switzerland,34.4,Hydro,89.04,108.93,107.55,105.06,123.27
CHE,Switzerland,1.42,Hydro,4.18,5.14,4.75,4.61,5.23
CHE,Switzerland,25,Hydro,63.16,69.77,69.77,68.15,80.17
CHE,Switzerland,3.5,Hydro,11.28,13.08,13.49,13.39,15.13
CHE,Switzerland,22,Hydro,62.06,70.76,64.35,60.16,74.7
CHE,Switzerland,84,Hydro,243.36,268.87,244.7,238.71,291.77
CHE,Switzerland,7.2,Hydro,16.83,18.73,18.73,18.26,21.58
CHE,Switzerland,1.16,Hydro,3.72,4.33,3.93,4.09,4.1
CHE,Switzerland,3.3,Hydro,6.76,7.63,7.63,7.41,8.94
CHE,Switzerland,31,Hydro,78.32,86.51,86.51,84.51,99.42
CHE,Switzerland,15.5,Hydro,34.94,39.04,39.04,38.03,45.17
CHE,Switzerland,9.8,Hydro,29.89,34.2,33.31,32.64,35.6
CHE,Switzerland,1.6,Hydro,4.52,4.56,5.92,5.83,6.73
CHE,Switzerland,392,Hydro,1051.37,1383.4,1059.14,1029.17,1150.13
CHE,Switzerland,5.2,Solar,7.38,7.55,7.6,7.4,7.5
CHE,Switzerland,1.07,Hydro,4.04,4.33,4.27,4.26,4.98
CHE,Switzerland,15,Hydro,57.89,86.12,64,61.65,66.23
CHE,Switzerland,8.2,Hydro,19.3,21.47,21.47,20.93,24.71
CHE,Switzerland,31.95,Hydro,91.85,98.28,90.96,98.02,116.74
CHE,Switzerland,1.97,Hydro,7.19,7.63,7.65,8.29,9.41
CHE,Switzerland,8.7,Hydro,28.17,30.35,28.6,30.69,35.7
CHE,Switzerland,102,Hydro,276.55,293.6,293.6,287.04,336.06
CHE,Switzerland,54,Hydro,149.45,162.62,148.26,150.58,167.84
CHE,Switzerland,1,Hydro,4.27,4.58,4.06,3.99,4.21
CHE,Switzerland,1.15,Hydro,4.82,5.18,4.58,4.5,4.76
CHE,Switzerland,6.48,Hydro,17.48,21.39,21.34,20.95,24.31
CHE,Switzerland,72.9,Hydro,183.55,220.87,195.91,191.98,223.76
CHE,Switzerland,4.5,Hydro,9.56,10.75,10.75,10.45,12.53
CHE,Switzerland,10.6,Hydro,39.33,54.27,40.81,40.03,42.17
CHE,Switzerland,3.1,Hydro,10.16,10.68,10.08,10.56,11.84
CHE,Switzerland,300,Hydro,700.73,801.24,721.07,742.97,890.44
CHE,Switzerland,5,Hydro,14.28,17.69,15.8,15.34,19.09
CHE,Switzerland,26,Hydro,67.13,74.35,74.35,72.67,85.17
CHE,Switzerland,39.5,Hydro,103.85,125.43,114.19,112.28,141.85
CHE,Switzerland,19.06,Hydro,42.97,48.01,48.01,46.76,55.54
CHE,Switzerland,66.24,Hydro,173.87,227.52,202.18,187.23,224.13
CHE,Switzerland,258,Hydro,691.97,910.5,697.09,677.36,756.97
CHE,Switzerland,4.5,Hydro,15.03,18.48,16.17,16.45,18.4
CHE,Switzerland,44,Hydro,112.95,125.15,125.15,122.32,143.47
CHE,Switzerland,90,Hydro,242.4,258.62,258.62,252.84,296.09
CHE,Switzerland,9.3,Hydro,23.12,25.2,25.2,24.6,28.88
CHE,Switzerland,2.9,Hydro,7.51,8.28,8.28,8.09,9.43
CHE,Switzerland,20.8,Hydro,57.71,70.51,54.66,58.56,68.61
CHE,Switzerland,28.9,Hydro,110.89,102.4,100.77,94.24,96.33
CHE,Switzerland,6.1,Hydro,19.42,20.51,19.17,19.05,23.58
CHE,Switzerland,150,Hydro,293.31,367.45,367.45,357.63,432.8
CHE,Switzerland,1.93,Hydro,4.99,5.53,5.53,5.4,6.29
CHE,Switzerland,8.7,Hydro,40.32,40.17,46.42,35.49,38.92
CHE,Switzerland,51.52,Hydro,129.79,176.96,156.82,145.19,173.89
CHE,Switzerland,83,Hydro,218.92,232.79,232.79,227.44,267.34
CHE,Switzerland,18.66,Hydro,60.88,74.15,66.15,62.99,76.54
CHE,Switzerland,185,Hydro,482.62,505.06,514.4,497.08,620.03
CHE,Switzerland,1.27,Hydro,4.25,3.91,4.82,4.86,5.76
CHE,Switzerland,14,Hydro,32.34,36.22,36.22,35.31,41.76
CHE,Switzerland,5,Hydro,16.05,17.83,16.57,16.99,17.44
CHE,Switzerland,4.3,Hydro,10.04,11,11,10.72,12.7
CHE,Switzerland,1.22,Hydro,3.44,4.16,3.93,3.86,4.11
CHE,Switzerland,10.61,Hydro,39.08,52.57,42.34,40.29,42.32
CHE,Switzerland,4.25,Hydro,9.32,10.44,10.44,10.16,12.12
CHE,Switzerland,4.6,Hydro,14.99,17.09,16.21,15.92,17.8
CHE,Switzerland,2.9,Hydro,10.56,11.14,11.49,11.18,11.73
CHE,Switzerland,69.5,Hydro,183.86,217.05,187.87,183.02,218.7
CHE,Switzerland,1.8,Hydro,4.7,5.2,5.2,5.08,5.91
CHE,Switzerland,1,Hydro,4.26,4.34,4.06,4.47,4.67
CHE,Switzerland,23.9,Hydro,60.82,67.14,67.14,65.59,77.08
CHE,Switzerland,54,Hydro,172.91,164.18,172.37,153.93,190.57
CHE,Switzerland,12,Hydro,41.73,41.18,43.01,38.82,46.9
CHE,Switzerland,1.2,Hydro,3.38,4.09,3.87,3.8,4.04
CHE,Switzerland,119,Hydro,315.28,356.62,334.04,332.68,382.4
CHE,Switzerland,102.8,Hydro,407.47,409.62,413.61,344.09,381.69
CHE,Switzerland,92,Hydro,283.69,384.27,302.99,285.05,303.97
CHE,Switzerland,50,Hydro,130.65,151.39,145.39,142.19,151.29
CHE,Switzerland,20.4,Hydro,55.25,59.82,59.82,58.52,68.32
CHE,Switzerland,25.35,Hydro,86.26,96.57,81.65,91.88,97.31
CHE,Switzerland,2.1,Hydro,8.76,9.37,8.35,9.23,9.65
CHE,Switzerland,1.59,Hydro,5.38,6.41,5.97,5.61,5.65
CHE,Switzerland,6.6,Hydro,21.37,23.02,21.69,23.28,27.08
CHE,Switzerland,12,Hydro,50.2,59.2,48.76,54.17,50.87
CHE,Switzerland,74,Hydro,204.98,214.38,214.38,209.62,245.18
CHE,Switzerland,22,Hydro,57.27,63.37,63.37,61.96,72.53
COG,Congo,36,Gas,,,,,229.55
COG,Congo,15,Hydro,48.66,50.53,49.4,56.99,53.98
COG,Congo,120,Hydro,365.21,358.66,356.74,438.6,386.89
COG,Congo,45.3,Oil,,,,,66.53
COG,Congo,74,Hydro,247.62,244.06,247.89,247.41,247.46
COG,Congo,25.6,Oil,,,,,37.6
COG,Congo,300,Gas,,,,,1912.97
COG,Congo,10,Hydro,50.2,48.3,50.2,48.97,48.84
CZE,Czech Republic,1,Solar,1.26,1.34,1.32,1.27,1.22
CZE,Czech Republic,1.5,Solar,1.88,2.06,2.06,2.03,1.99
CZE,Czech Republic,1,Solar,1.26,1.37,1.37,1.33,1.28
CZE,Czech Republic,4.5,Solar,6.16,6.58,6.59,6.29,6.19
CZE,Czech Republic,1.1,Solar,1.37,1.45,1.41,1.39,1.38
CZE,Czech Republic,3,Solar,4.18,4.34,4.32,4.28,4.17
CZE,Czech Republic,2.7,Solar,4.04,3.83,3.81,3.77,3.74
CZE,Czech Republic,3.3,Solar,4.37,4.8,4.8,4.59,4.59
CZE,Czech Republic,1,Solar,1.22,1.36,1.36,1.28,1.28
CZE,Czech Republic,1,Solar,1.28,1.35,1.36,1.28,1.27
CZE,Czech Republic,3,Solar,4.24,4.36,4.36,4.15,4.02
CZE,Czech Republic,1,Solar,1.26,1.37,1.37,1.34,1.33
CZE,Czech Republic,4.1,Solar,5.59,5.91,5.97,5.8,5.72
CZE,Czech Republic,1.5,Solar,1.93,2.06,2.05,1.97,1.97
CZE,Czech Republic,2,Solar,3.06,2.81,2.75,2.74,2.66
CZE,Czech Republic,1,Solar,1.29,1.35,1.33,1.27,1.26
CZE,Czech Republic,1.5,Solar,1.89,2.06,2.04,1.99,1.97
CZE,Czech Republic,2.2,Solar,3.15,3.11,3.1,3.09,3.06
CZE,Czech Republic,1.2,Solar,1.53,1.65,1.62,1.62,1.61
CZE,Czech Republic,3.3,Solar,4.53,4.73,4.75,4.83,4.81
CZE,Czech Republic,1,Solar,1.4,1.33,1.33,1.26,1.22
CZE,Czech Republic,72,Coal,,,,,325.4
CZE,Czech Republic,21.2,Solar,31.4,31.86,32.27,32.51,32.42
CZE,Czech Republic,1.3,Solar,1.65,1.72,1.74,1.69,1.67
CZE,Czech Republic,1.9,Solar,2.6,2.5,2.41,2.38,2.31
CZE,Czech Republic,1,Solar,1.25,1.37,1.37,1.29,1.28
CZE,Czech Republic,1.9,Solar,2.46,2.5,2.43,2.4,2.31
CZE,Czech Republic,1,Solar,1.28,1.36,1.37,1.34,1.33
CZE,Czech Republic,2,Solar,3.02,2.8,2.74,2.73,2.66
CZE,Czech Republic,2.4,Solar,3.31,3.36,3.35,3.32,3.39
CZE,Czech Republic,2.3,Solar,3.09,3.22,3.21,3.24,3.2
CZE,Czech Republic,2.4,Solar,3.54,3.36,3.36,3.31,3.3
CZE,Czech Republic,1.3,Solar,1.6,1.74,1.74,1.69,1.65
CZE,Czech Republic,4.5,Solar,6,6.59,6.61,6.33,6.21
CZE,Czech Republic,3.2,Solar,4.52,4.7,4.63,4.55,4.4
CZE,Czech Republic,1,Solar,1.4,1.33,1.28,1.26,1.22
CZE,Czech Republic,5.1,Solar,7.47,7.72,7.37,7.19,6.98
CZE,Czech Republic,2.2,Solar,3.15,3.09,3.11,3.13,3.05
CZE,Czech Republic,5.1,Solar,6.91,7.71,7.72,7.38,7.22
CZE,Czech Republic,1.6,Solar,2.01,2.19,2.21,2.13,2.1
CZE,Czech Republic,5,Solar,6.78,7.56,7.57,7.26,7.04
CZE,Czech Republic,1.9,Solar,2.45,2.51,2.54,2.42,2.4
CZE,Czech Republic,1.6,Solar,2.12,2.18,2.21,2.11,2.09
CZE,Czech Republic,1,Solar,1.26,1.36,1.36,1.28,1.27
CZE,Czech Republic,4.2,Solar,5.76,6.1,6.12,5.83,5.74
CZE,Czech Republic,2.8,Solar,3.94,3.98,4,3.91,3.91
CZE,Czech Republic,2.3,Solar,3.21,3.21,3.23,3.19,3.19
CZE,Czech Republic,1,Solar,1.22,1.37,1.35,1.28,1.27
CZE,Czech Republic,1,Solar,1.29,1.35,1.36,1.28,1.27
CZE,Czech Republic,1,Solar,1.26,1.35,1.34,1.28,1.27
CZE,Czech Republic,2,Solar,2.8,2.72,2.82,2.76,2.74
CZE,Czech Republic,13,Solar,18.66,19.94,19.75,19.22,18.72
CZE,Czech Republic,1.2,Solar,1.5,1.56,1.61,1.56,1.53
CZE,Czech Republic,3,Solar,4.5,4.31,4.31,4.17,4.03
CZE,Czech Republic,3,Solar,4.5,4.31,4.35,4.17,4.03
CZE,Czech Republic,1.1,Solar,1.32,1.47,1.46,1.39,1.38
CZE,Czech Republic,10,Solar,13.43,15.07,14.91,14.46,14.15
CZE,Czech Republic,1,Solar,1.28,1.36,1.36,1.28,1.26
CZE,Czech Republic,3.5,Solar,4.68,5.13,5.14,5.01,4.96
CZE,Czech Republic,3.5,Solar,4.67,5.11,5.12,4.92,4.9
CZE,Czech Republic,820,Coal,,,,,3706.04
CZE,Czech Republic,1.8,Solar,2.18,2.39,2.4,2.32,2.26
CZE,Czech Republic,2,Solar,2.76,2.79,2.78,2.79,2.76
CZE,Czech Republic,480,Hydro,927.76,314.56,381.65,307.18,306.34
CZE,Czech Republic,4.8,Solar,7.03,7.85,7.85,7.58,7.55
CZE,Czech Republic,800,Coal,,,,,3615.65
CZE,Czech Republic,650,Hydro,1355.28,749.72,665.37,667.19,665.81
CZE,Czech Republic,2.5,Solar,3.55,3.53,3.52,3.48,3.45
CZE,Czech Republic,1.8,Solar,2.5,2.36,2.37,2.26,2.18
CZE,Czech Republic,1.7,Solar,2.18,2.27,2.27,2.3,2.29
CZE,Czech Republic,1.9,Solar,2.4,2.52,2.52,2.51,2.52
CZE,Czech Republic,3.2,Solar,4.44,4.57,4.71,4.52,4.39
CZE,Czech Republic,1.6,Solar,2.25,2.16,2.1,2.02,2.01
CZE,Czech Republic,1,Solar,1.26,1.35,1.35,1.28,1.27
CZE,Czech Republic,1.5,Solar,1.93,2.05,2.05,1.97,1.97
CZE,Czech Republic,1,Solar,1.22,1.36,1.36,1.29,1.27
CZE,Czech Republic,1.1,Solar,1.32,1.47,1.47,1.38,1.38
CZE,Czech Republic,2.3,Solar,3.2,3.21,3.21,3.24,3.23
CZE,Czech Republic,1.3,Solar,1.59,1.74,1.74,1.66,1.68
CZE,Czech Republic,3.9,Solar,5.38,5.67,5.65,5.45,5.37
CZE,Czech Republic,1.6,Solar,2.01,2.19,2.17,2.13,2.11
CZE,Czech Republic,1,Solar,1.26,1.37,1.35,1.28,1.28
CZE,Czech Republic,1.2,Solar,1.47,1.62,1.61,1.56,1.55
CZE,Czech Republic,4.9,Solar,6.65,7.04,7.18,6.81,6.68
CZE,Czech Republic,1,Solar,1.28,1.34,1.36,1.28,1.27
CZE,Czech Republic,2040,Nuclear,,,,,14225.78
CZE,Czech Republic,1.6,Solar,2.06,2.19,2.19,2.11,2.1
CZE,Czech Republic,2,Solar,2.81,2.81,2.8,2.74,2.73
CZE,Czech Republic,2.8,Solar,3.99,3.99,3.97,3.91,3.89
CZE,Czech Republic,2.5,Solar,3.37,3.51,3.5,3.48,3.49
CZE,Czech Republic,4.2,Solar,6.15,5.93,5.81,5.55,5.56
CZE,Czech Republic,2.3,Solar,3.26,3.22,3.17,3.18,3.09
CZE,Czech Republic,1,Solar,1.29,1.33,1.28,1.26,1.22
CZE,Czech Republic,2,Solar,2.76,2.79,2.79,2.81,2.8
CZE,Czech Republic,1,Solar,1.22,1.37,1.37,1.31,1.29
CZE,Czech Republic,1,Solar,1.28,1.36,1.36,1.35,1.36
CZE,Czech Republic,105,Coal,,,,,474.55
CZE,Czech Republic,2.1,Solar,2.94,2.94,2.95,2.94,2.88
CZE,Czech Republic,4.2,Solar,6.34,6.04,5.84,5.71,5.56
CZE,Czech Republic,3.3,Solar,4.52,4.75,4.81,4.75,4.68
CZE,Czech Republic,1.5,Solar,1.95,2.06,2.07,1.99,1.94
CZE,Czech Republic,2,Solar,2.66,2.79,2.78,2.75,2.76
CZE,Czech Republic,1,Solar,1.22,1.37,1.36,1.29,1.27
CZE,Czech Republic,1.6,Solar,2.01,2.19,2.19,2.14,2.13
CZE,Czech Republic,2,Solar,2.76,2.81,2.81,2.76,2.75
CZE,Czech Republic,3.8,Solar,5.59,5.44,5.34,5.05,5.06
CZE,Czech Republic,2.6,Solar,3.86,3.65,3.59,3.58,3.47
CZE,Czech Republic,4.8,Solar,7.36,7.87,7.87,7.41,7.3
CZE,Czech Republic,1.6,Solar,2.01,2.2,2.19,2.14,2.13
CZE,Czech Republic,1.8,Solar,2.28,2.38,2.38,2.41,2.4
CZE,Czech Republic,2.2,Solar,3.15,3.11,3.11,3.08,3.01
CZE,Czech Republic,3.7,Solar,4.94,5.41,5.41,5.18,5.24
CZE,Czech Republic,8,Solar,11.48,11.8,11.93,12.03,12.03
CZE,Czech Republic,2,Solar,2.76,2.78,2.79,2.82,2.82
CZE,Czech Republic,3.7,Solar,5.11,5.32,5.33,5.43,5.42
CZE,Czech Republic,1.1,Solar,1.38,1.46,1.46,1.46,1.46
CZE,Czech Republic,2,Solar,2.8,2.78,2.82,2.77,2.74
CZE,Czech Republic,1.7,Solar,2.09,2.27,2.3,2.21,2.18
CZE,Czech Republic,1.1,Solar,1.37,1.47,1.47,1.46,1.47
CZE,Czech Republic,1.3,Solar,1.65,1.73,1.71,1.66,1.59
CZE,Czech Republic,2.6,Solar,3.48,3.64,3.64,3.59,3.58
CZE,Czech Republic,2.1,Solar,2.95,2.98,2.97,2.95,2.93
CZE,Czech Republic,1.7,Solar,2.17,2.27,2.27,2.18,2.17
CZE,Czech Republic,5,Solar,7.02,7.51,7.57,7.22,7.04
CZE,Czech Republic,1.4,Solar,1.76,1.86,1.88,1.82,1.79
CZE,Czech Republic,2.4,Solar,3.34,3.35,3.35,3.38,3.37
CZE,Czech Republic,1.2,Solar,1.55,1.6,1.61,1.53,1.53
CZE,Czech Republic,3.1,Solar,4.33,4.52,4.52,4.31,4.3
CZE,Czech Republic,1.3,Solar,1.68,1.72,1.72,1.66,1.65
CZE,Czech Republic,4,Solar,5.53,5.8,5.87,5.68,5.46
CZE,Czech Republic,1.3,Solar,1.65,1.68,1.72,1.69,1.67
CZE,Czech Republic,5.1,Solar,7.58,7.6,7.6,7.2,6.98
CZE,Czech Republic,1.4,Solar,1.83,1.87,1.85,1.8,1.77
CZE,Czech Republic,2.4,Solar,3.53,3.36,3.32,3.23,3.23
CZE,Czech Republic,4,Solar,6.08,5.78,5.64,5.49,5.32
CZE,Czech Republic,2,Solar,2.76,2.79,2.81,2.76,2.75
CZE,Czech Republic,2,Solar,2.66,2.79,2.79,2.8,2.78
CZE,Czech Republic,404,Coal,,,,,1825.9
CZE,Czech Republic,110,Gas,,,,,258.77
CZE,Czech Republic,8.4,Solar,10.91,12.31,12.31,11.69,11.53
CZE,Czech Republic,1.3,Solar,1.65,1.72,1.72,1.66,1.65
CZE,Czech Republic,4,Solar,5.34,5.84,5.86,5.64,5.52
CZE,Czech Republic,1,Solar,1.26,1.37,1.37,1.28,1.27
CZE,Czech Republic,2.3,Solar,3.26,3.22,3.22,3.18,3.16
CZE,Czech Republic,210,Coal,,,,,949.1
CZE,Czech Republic,2.3,Solar,3.21,3.21,3.22,3.25,3.19
CZE,Czech Republic,1,Solar,1.25,1.36,1.34,1.28,1.26
CZE,Czech Republic,1,Solar,1.25,1.36,1.34,1.28,1.26
CZE,Czech Republic,1,Solar,1.25,1.37,1.37,1.28,1.28
CZE,Czech Republic,2.8,Solar,3.94,3.99,3.93,3.93,3.9
CZE,Czech Republic,1,Solar,1.29,1.36,1.35,1.29,1.25
CZE,Czech Republic,1.9,Solar,2.46,2.54,2.52,2.43,2.38
CZE,Czech Republic,1.9,Solar,2.41,2.53,2.52,2.42,2.38
CZE,Czech Republic,2,Solar,2.76,2.79,2.79,2.77,2.73
CZE,Czech Republic,1.9,Solar,2.41,2.52,2.51,2.42,2.38
CZE,Czech Republic,1.2,Solar,1.55,1.62,1.61,1.6,1.59
CZE,Czech Republic,4,Solar,5.63,5.86,5.84,5.68,5.49
CZE,Czech Republic,3,Solar,4.03,4.36,4.37,4.28,4.17
CZE,Czech Republic,1.6,Solar,2.13,2.21,2.2,2.14,2.08
CZE,Czech Republic,3.3,Solar,4.6,4.79,4.74,4.51,4.49
CZE,Czech Republic,1.3,Solar,1.64,1.74,1.74,1.68,1.68
CZE,Czech Republic,2,Solar,2.76,2.81,2.8,2.74,2.66
CZE,Czech Republic,1.1,Solar,1.4,1.45,1.46,1.39,1.37
CZE,Czech Republic,1.1,Solar,1.32,1.46,1.47,1.44,1.39
CZE,Czech Republic,1.8,Solar,2.54,2.36,2.36,2.26,2.18
CZE,Czech Republic,1.5,Solar,1.97,2.05,2.05,2.06,2.05
CZE,Czech Republic,2,Solar,2.76,2.78,2.79,2.81,2.8
CZE,Czech Republic,1.7,Solar,2.15,2.26,2.27,2.22,2.18
CZE,Czech Republic,1.3,Solar,1.65,1.73,1.72,1.66,1.65
CZE,Czech Republic,5.6,Solar,7.69,8.41,8.42,7.98,7.86
CZE,Czech Republic,1,Solar,1.22,1.37,1.37,1.28,1.29
CZE,Czech Republic,3.9,Solar,5.47,5.57,5.58,5.69,5.67
CZE,Czech Republic,1.4,Solar,1.99,1.85,1.79,1.77,1.72
CZE,Czech Republic,1.5,Solar,1.99,2.05,2.05,2.08,2.07
CZE,Czech Republic,1.1,Solar,1.37,1.46,1.46,1.44,1.43
CZE,Czech Republic,1,Solar,1.26,1.35,1.36,1.29,1.28
CZE,Czech Republic,4,Solar,5.59,5.72,5.72,5.86,5.84
CZE,Czech Republic,1,Solar,1.29,1.35,1.35,1.29,1.27
CZE,Czech Republic,2,Solar,2.82,2.77,2.78,2.79,2.78
CZE,Czech Republic,1.4,Solar,1.81,1.85,1.85,1.78,1.76
CZE,Czech Republic,2,Solar,2.76,2.79,2.79,2.76,2.76
CZE,Czech Republic,640,Coal,,,,,2892.52
